"","X12S","X16S","AMEL","BDNF","BMP2","CMOS","COI","CYTB","ND1","ND2","ND4","NT3","PDC","PRLR","R35","RAG1","RAG2"
"Ptychoglossus_bilineatus","","","","","","","","","","","","","","","","",""
"Ptychoglossus_brevifrontalis","AF420704","AF420758","","","","AY507911","","","","","AY507895","","","","","",""
"Ptychoglossus_danieli","","","","","","","","","","","","","","","","",""
"Ptychoglossus_eurylepis","","","","","","","","","","","","","","","","",""
"Ptychoglossus_festae","","","","","","","","","","","","","","","","",""
"Ptychoglossus_gorgonae","","","","","","","","","","","","","","","","",""
"Ptychoglossus_grandisquamatus","","","","","","","","","","","","","","","","",""
"Ptychoglossus_kugleri","","","","","","","","","","","","","","","","",""
"Ptychoglossus_myersi","","","","","","","","","","","","","","","","",""
"Ptychoglossus_nicefori","","","","","","","","","","","","","","","","",""
"Ptychoglossus_plicatus","","","","","","","","","","","","","","","","",""
"Ptychoglossus_romaleos","","","","","","","","","","","","","","","","",""
"Ptychoglossus_stenolepis","","","","","","","","","","","","","","","","",""
"Ptychoglossus_vallensis","","","","","","","","","","","","","","","","",""
"Ptychozoon_horsfieldii","","","","","","","","","","JQ437907","","","JQ437949","","","",""
"Ptychozoon_intermedium","","","","","","","","","","JQ437911","","","JQ437953","","","",""
"Ptychozoon_kaengkrachanense","","","","","","","","","","","","","","","","",""
"Ptychozoon_kuhli","","","","","","JQ945610","","","","JX041423","","","JQ173624","","","JQ945334","JQ945503"
"Ptychozoon_lionotum","","","","","","JQ945611","","","","JX515627","","","JQ437959","","","JQ945335","JQ945504"
"Ptychozoon_nicobarensis","","","","","","","","","","","","","","","","",""
"Ptychozoon_rhacophorus","","","","","","","","","","JQ437913","","","JQ437955","","","",""
"Ptychozoon_trinotaterra","","","","","","","","","","JQ437912","","","JQ437954","","","",""
"Ptyctolaemus_collicristatus","","","","","","","","","AY555837","AY555837","","","","","","",""
"Ptyctolaemus_gularis","","","","","","","","","AY555838","AY555838","","","","","","",""
"Ptyodactylus_ananjevae","","","","","","","","","","","","","","","","",""
"Ptyodactylus_dhofarensis","","","","","","","","","","","","","","","","",""
"Ptyodactylus_guttatus","KP858463","","","","","EU293681","","KP868052","","JX041426","","","EU293703","","","EU293636","EU293726"
"Ptyodactylus_hasselquistii","GU195735","GU195770","","","","EU293682","","KP868024","","","","","EU293704","","","EU293637","EU293727"
"Ptyodactylus_homolepis","","","","","","","","","","","","","","","","",""
"Ptyodactylus_orlovi","","","","","","","","","","","","","","","","",""
"Ptyodactylus_oudrii","KC505508","KC505494","","","","GU195711","","KP868055","","","","","","","","","KP868295"
"Ptyodactylus_puiseuxi","KP858458","","","","","KP868068","","KP868058","","","","","","","","","KP868369"
"Ptyodactylus_ragazzii","GU195747","GU195781","","","","KC583544","","KP867990","","","","","","","","","KP868299"
"Pygmaeascincus_koshlandae","","","","","","","","","","","","","","","","",""
"Pygmaeascincus_sadlieri","","","","","","","","","","","","","","","","",""
"Pygmaeascincus_timlowi","","FJ379526","","","","","","","","","AJ290552","","","","","",""
"Pygomeles_braconnieri","AY315513","AY391159","","FJ667657","","FJ667686","JQ909570","AY391177","AY315610","","","","FJ667715","","","","FJ667744"
"Pygomeles_petteri","","","","","","","","","","","","","","","","",""
"Pygopus_lepidopodus","","AY134531","","","","FJ571643","","","","AY134603","","","HQ426231","","","FJ571627","HQ426493"
"Pygopus_nigriceps","DQ852693","AY134532","","","","FJ571644","","","","JX024355","","","EF534823","","","FJ571628","EF534949"
"Pygopus_robertsi","","","","","","","","","","","","","","","","",""
"Pygopus_schraderi","","","","","","","","","","FJ403393","","","","","","FJ571629",""
"Pygopus_steelescotti","","","","","","","","","","","","","","","","",""
"Quedenfeldtia_moerens","JQ686305","","","","","HQ426574","","","","JX041427","JQ686385","","JQ686248","","","HQ426320","HQ426494"
"Quedenfeldtia_trachyblepharus","JQ686296","","","","","EF534930","","","","JX041428","JQ686351","","JQ686236","","","EF534804","EF534972"
"Ramigekko_swartbergensis","","","","","","JQ945527","","","","JX041305","","","JQ945348","","","JQ945280","JQ945419"
"Rankinia_diemensis","","","","DQ340741","","DQ340693","","","KF791189","KF791189","","","","","","HQ662421",""
"Rhachisaurus_brachylepis","AF420665","AF420737","","","","AF420853","","","","","AF420877","","","","","",""
"Rhacodactylus_auriculatus","","AF215248","","HQ876235","JN654821","AY172944","","","","JX024387","","JN568328","","JN880873","JN568506","JX024551",""
"Rhacodactylus_leachianus","AF090176","GU460148","","","","FJ855467","","","","JX024445","","","GU459750","","","JX024558","JQ945505"
"Rhacodactylus_trachycephalus","","AF215258","","","","","","","","","","","","","","",""
"Rhacodactylus_trachyrhynchus","AB028745","AF215259","","","","","","","","JX024465","","","","","","JX024561",""
"Rhampholeon_acuminatus","AM055672","AM055673","","","","","","","","","","","","","","",""
"Rhampholeon_beraduccii","AM055666","AM055667","","","","","","","","","","","","","","",""
"Rhampholeon_boulengeri","AM055644","AM055647","","","","","","","","AY524916","","","","","","AY524953",""
"Rhampholeon_bruessoworum","","","","","","","","","","","","","","","","",""
"Rhampholeon_chapmanorum","","AY524881","","","","HF570695","","","","AY524919","HF570596","","","HF570888","","AY524956",""
"Rhampholeon_gorongosae","","AY524874","","","","HF570696","","","","AY524912","","","","HF570889","","AY524949",""
"Rhampholeon_marshalli","","AY524872","","","","HF570697","","","","AY524910","HQ130555","","","HF570890","","AY524947",""
"Rhampholeon_maspictus","","","","","","","","","","","","","","","","",""
"Rhampholeon_moyeri","AM055668","AM055669","","","","HF570698","","","JX301768","AY524914","HF570598","","","HF570891","","AY524952",""
"Rhampholeon_nchisiensis","AM055676","AM055677","","","","HF570699","","","","AY524924","HF570599","","","HF570892","","AY524961",""
"Rhampholeon_nebulauctor","","","","","","","","","","","","","","","","",""
"Rhampholeon_platyceps","AM055680","AM055681","","KC507662","","HQ130535","","","","AY524918","HQ130556","","","HQ130599","","AY524955",""
"Rhampholeon_spectrum","AM055682","AJ609599","","KC507663","","FJ984254","","","AF448772","AF448772","AF443236","","","HF570893","","AY524940",""
"Rhampholeon_spinosus","AM055684","AJ609600","","","","","","","","HF570510","HF570600","","","HF570894","","HF570779",""
"Rhampholeon_temporalis","AM055687","AM055688","","","","HF570700","","","","AY524905","HQ130553","","","HF570895","","AY524943",""
"Rhampholeon_tilburyi","","","","","","","","","","","","","","","","",""
"Rhampholeon_uluguruensis","JX301747","JX301711","","","","","","","JX301767","AY524935","","","","","","",""
"Rhampholeon_viridis","AM055678","AM055698","","","","HF570701","","","","HF570511","HF570602","","","HF570896","","HF570780",""
"Rhinogecko_femoralis","","","","","","","","","","","","","","","","",""
"Rhinogecko_misonnei","","","","","","","","","","","","","","","","",""
"Rhoptropella_ocellata","AY221271","GU593487","","EU596852","","HQ426564","","EU596700","","EU423280","","","HQ426219","","","HQ426308","FJ830324"
"Rhoptropus_afer","DQ275409","AY026931","","","","JQ945613","","AY026923","","JX041430","","","JQ945405","","","JQ945336","JQ945506"
"Rhoptropus_barnardi","","AY026929","","","","","","AY026921","","","","","","","","",""
"Rhoptropus_biporosus","","AY026928","","","","","","AY026920","","","","","","","","",""
"Rhoptropus_boultoni","DQ852712","AY026930","","","","AY221333","","AY221375","","JX041431","","","EF534852","","","EF534810","EF534978"
"Rhoptropus_bradfieldi","","AY026932","","","","","","AY026924","","KM073692","","","KM073617","","","KM073536",""
"Rhoptropus_diporus","EU596606","AY026933","","EU596840","","JQ945614","","EU596690","","JX041432","","","JQ945406","","","JQ945337","JQ945507"
"Rhoptropus_taeniostictus","","","","","","","","","","","","","","","","",""
"Rhynchoedura_angusta","","","","","","","","","","","","","","","","",""
"Rhynchoedura_eyrensis","","","","","","","","","","","","","","","","",""
"Rhynchoedura_mentalis","","","","","","","","","","","","","","","","",""
"Rhynchoedura_ormsbyi","","","","","","","","","","","","","","","","",""
"Rhynchoedura_ornata","AF090181","GU460153","","","","FJ855476","","","AY369014","AY369014","","","GU459755","","","JX024563","JQ945508"
"Rhynchoedura_sexapora","","","","","","","","","","","","","","","","",""
"Riama_achlyens","","","","","","","","","","","","","","","","",""
"Riama_afrania","","","","","","","","","","","","","","","","",""
"Riama_anatoloros","","","","","","","","","","","","","","","","",""
"Riama_aurea","","","","","","","","","","","","","","","","",""
"Riama_balneator","","","","","","","","","","","","","","","","",""
"Riama_cashcaensis","AY507852","AY507870","","","","KJ948219","","","","","AY507887","","","","","",""
"Riama_colomaromani","AY507853","AY507871","","","","AY507899","","","","","AY507888","","","","","",""
"Riama_columbiana","","","","","","","","","","","","","","","","",""
"Riama_crypta","","","","","","","","","","","","","","","","",""
"Riama_hyposticta","","","","","","","","","","","","","","","","",""
"Riama_inanis","","","","","","","","","","","","","","","","",""
"Riama_kiziriani","","","","","","","","","","","","","","","","",""
"Riama_labionis","KJ948172","KJ948121","","","","KJ948207","","","","","KJ948148","","","","","",""
"Riama_laevis","","","","","","","","","","","","","","","","",""
"Riama_laudahnae","","","","","","","","","","","","","","","","",""
"Riama_luctuosa","","","","","","","","","","","","","","","","",""
"Riama_meleagris","KJ948184","KJ948132","","","","KJ948197","","","","","KJ948167","","","","","",""
"Riama_oculata","","","","","","","","","","","","","","","","",""
"Riama_orcesi","AY507855","AY507874","","","","","","","","","AY507889","","","","","",""
"Riama_petrorum","","","","","","","","","","","","","","","","",""
"Riama_raneyi","","","","","","","","","","","","","","","","",""
"Riama_rhodogaster","","","","","","","","","","","","","","","","",""
"Riama_shrevei","","","","","","","","","","","","","","","","",""
"Riama_simotera","AY507856","AY507875","","","","AY507902","","","","","AY507890","","","","","",""
"Riama_stellae","","","","","","","","","","","","","","","","",""
"Riama_stigmatoral","KJ948192","KJ948123","","","","KJ948208","","","","","KJ948160","","","","","",""
"Riama_striata","","","","","","","","","","","","","","","","",""
"Riama_unicolor","AY507862","AY507880","","","","AY507907","","","","","AY507893","","","","","",""
"Riama_vespertina","","","","","","","","","","","","","","","","",""
"Riama_vieta","","","","","","","","","","","","","","","","",""
"Riama_yumborum","","","","","","","","","","","","","","","","",""
"Rieppeleon_brachyurus","JX301722","JX301700","","","","","","","JX301753","AY524937","","","","","","AY524969",""
"Rieppeleon_brevicaudatus","AF215134","AJ609597","","KC507664","","HQ130536","","","AF448771","AF448771","AF443235","","","HQ130600","","AY524964",""
"Rieppeleon_kerstenii","AB474918","AB474918","","","","HQ130537","AB474918","AB474918","AB474918","AY524932","AB474918","","","HQ130601","","AY524967",""
"Riolama_leucosticta","","JQ742256","","","","","","","JQ742419","","","","","","","",""
"Riolama_luridiventris","","","","","","","","","","","","","","","","",""
"Riolama_uzzelli","","","","","","","","","","","","","","","","",""
"Ristella_beddomii","","","","","","","","","","","","","","","","",""
"Ristella_guentheri","","","","","","","","","","","","","","","","",""
"Ristella_rurkii","AY308443","AY308292","","","","","","","","","","","","","","",""
"Ristella_travancorica","","","","","","","","","","","","","","","","",""
"Saara_asmussi","","FJ639585","","","","","","","","","","","","","","",""
"Saara_hardwickii","","FJ639591","","GU457849","GU457883","","","AB474757","","AB113803","","GU456005","","HQ130589","HQ876325","GU457972",""
"Saara_loricata","","FJ639586","","","","","","","","","","","","","","",""
"Saiphos_equalis","AY169597","AY308293","","","","KC575710","","AF373249","","AF373279","AY169672","","","","","",""
"Salea_anamallayana","","","","","","","","","","","","","","","","",""
"Salea_gularis","","","","","","","","","","","","","","","","",""
"Salea_horsfieldii","","","","","","","","","AF128490","AF128490","","","","","","",""
"Saltuarius_cornutus","","","","HQ876234","JF806035","","","EU625340","AY369023","AY369023","","JN703029","","JN880864","HQ876376","JF807380",""
"Saltuarius_eximius","","","","","","","","","","","","","","","","",""
"Saltuarius_kateae","","","","","","","","EU625327","","","","","","","","",""
"Saltuarius_moritzi","","","","","","","","EU625305","","","","","","","","",""
"Saltuarius_salebrosus","","","","","","","","EU625342","","","","","","","","",""
"Saltuarius_swaini","","GU460141","","","","JF807316","","EU625323","","GU459942","","","GU459743","","","FJ855444","JQ945509"
"Saltuarius_wyberba","","","","","","","","EU625339","","JF807327","","","","","","",""
"Salvator_duseni","","","","","","","","AF151180","","","AF151198","","","","","",""
"Salvator_merianae","","JQ627299","","","","KC109634","JQ627384","AF151182","","","KF034084","","","","","",""
"Salvator_rufescens","","","","","","","","AF151176","","","KF034088","","","","","",""
"Saproscincus_basiliscus","","AY626728","","HQ655187","","EF450998","","","","","AY626670","","","","JX314620","",""
"Saproscincus_challengeri","","AY626749","","","","","","","","","AY626703","","","","","",""
"Saproscincus_czechurai","","AY626732","","","","","","","","","AY626684","","","","","",""
"Saproscincus_eungellensis","","","","","","","","","","","","","","","","",""
"Saproscincus_hannahae","","AY626736","","","","","","","","","AY626687","","","","","",""
"Saproscincus_lewisi","","AY626716","","","","JX314132","","","","","AY626667","","","","JX314622","",""
